index,title,ingredients,directions
2003,mexican-lasagna-2,"['1 pound lean ground beef', '1 (1 ounce) package taco seasoning mix', '1 (14 ounce) can peeled and diced tomatoes with juice', '10 (6 inch) corn tortillas', '1 cup prepared salsa', '1/2 cup shredded Colby cheese']","Preheat oven to 350 degrees F (175 degrees C). In a large skillet over medium-high heat, brown the ground beef, and stir in the taco seasoning and tomatoes. Line a 9x13-inch baking dish with half the tortillas. Spoon the beef mixture into the dish, then top with the remaining tortillas. Spread salsa over the tortillas and sprinkle with the cheese. Bake at 350 degrees F (175 degrees C) for 20 to 30 minutes, or until cheese is melted and bubbly. "
2004,pattys-string-pie,"['1 pound ground beef', '1/2 cup diced onion', '1/4 cup diced green bell pepper', '1 (15.5 ounce) jar spaghetti sauce', '1 (8 ounce) package spaghetti', '2 eggs, beaten', '1/2 cup grated Parmesan cheese', '1 (8 ounce) container ricotta cheese', '2 cups shredded mozzarella cheese']","Preheat oven to 350 degrees F (175 degrees C). Brown ground beef in a large skillet over medium heat until crumbly and no longer pink, about 10 minutes. Drain and set aside in a bowl. Cook and stir onion and green bell pepper in the same skillet until onion is translucent, about 5 minutes. Stir onion, green pepper, and spaghetti sauce into ground beef. Bring a large pot of lightly salted water to a boil. Cook spaghetti in the boiling water, stirring occasionally until cooked through but firm to the bite, about 10 minutes. Drain and transfer to a bowl. Let pasta cool slightly and stir beaten eggs and Parmesan cheese into spaghetti. Spread spaghetti mixture into a 9x13-inch baking dish. Spread ricotta cheese over pasta mixture in an even layer; top with ground beef mixture. Sprinkle mozzarella cheese evenly over the top of the casserole. Bake in the preheated oven until the casserole is set in the center and the cheese topping is melted and lightly browned, about 35 minutes. "
2005,twenty-minute-lasagna,"['3/4 pound ground beef', '2 packets dry spaghetti sauce mix', '1 (1 ounce) package dry mushroom gravy mix', '2 (6 ounce) cans tomato paste', '4 cups water', '2 tablespoons vegetable oil', '1 (16 ounce) package lasagna noodles', '1 (16 ounce) package mozzarella cheese, shredded']","Preheat oven to 350 degrees F (175 degrees C). Place ground beef in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside. In a medium saucepan over medium-high heat, combine spaghetti sauce mix, mushroom gravy mix, tomato paste, water and oil. Bring to a boil and stir in ground beef. Reduce heat and simmer for 20 minutes. In a 9x13 inch baking dish layer the noodles, sauce and cheese; repeat layers, ending with cheese. Bake in preheated oven for 20 minutes. "
2006,hearty-lasagna-soup,"['1 pound ground beef', '1/4 teaspoon garlic powder', '1 (14 ounce) can Swanson\xc2\xae Seasoned Beef Broth with Onion', '1 (14.5 ounce) can diced tomatoes', '1/4 teaspoon dried Italian seasoning', '1 1/2 cups uncooked mafalda or corkscrew-shaped pasta', '1/4 cup grated Parmesan cheese']","Cook beef with garlic in skillet until browned. Pour off fat. Add broth, tomatoes and Italian seasoning. Heat to a boil. Stir in pasta. Cook over medium heat 10 min. or until pasta is done. Stir in cheese. Serve with additional cheese if desired. "
2007,quick-and-easy-lasagna,"['12 ounces ground beef', '2 1/2 cups Classico\xc2\xae Four Cheese pasta sauce', '6 lasagna noodles', '1 1/2 cups cottage cheese', '1 1/2 cups shredded mozzarella cheese', '2 tablespoons grated Parmesan cheese']","Cook meat in a large skillet over medium-high heat until brown, stirring occasionally with a wooden spoon and breaking up the meat. Remove skillet from heat. Place colander over bowl. Spoon meat into colander and let fat drain into bowl. Return meat to skillet. Discard fat. Spoon 1 cup of Classico® Four Cheese pasta sauce in the bottom of a 2-quart rectangular baking dish. Stir remaining Classico® Four Cheese pasta sauce into meat in skillet. Cook over medium heat until hot, stirring occasionally with a wooden spoon. Remove meat mixture from heat. Place 2 uncooked noodles on sauce in bottom of dish. Spread one-third of the meat mixture on top of noodles. Spread 3/4 cup of the cottage cheese over meat. Sprinkle 1/2 cup of the mozzarella cheese over cottage cheese. Add another layer of 2 uncooked noodles, one-third of the meat mixture, the rest of the cottage cheese, and 1/2 cup of the mozzarella cheese. Layer remaining uncooked noodles, meat mixture, and mozzarella cheese. Finally, sprinkle Parmesan cheese over top, if you like. Cover baking dish with foil. Bake in a 350 degree F oven for 1 hour. Remove from oven and let stand on a cooling rack with foil cover in place for 15 minutes. Carefully remove foil from dish so steam escapes away from you. Makes 6 servings. "
2008,creamy-potato-lasagna,"['1 (12 ounce) jar Alfredo sauce', '1 cup milk', '3 pounds potatoes, peeled and sliced lengthwise about 1/8 inch thick', '5 tablespoons grated Parmesan cheese', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', '1 1/2 cups diced ham', '1 (10 ounce) package chopped frozen broccoli, thawed', '2 cups shredded Swiss cheese']","Preheat oven to 400 degrees F (200 degrees C). Lightly grease a 9x13 inch baking dish. In a medium bowl, whisk together the Alfredo sauce and milk. Spread 1/4 cup of the sauce in the bottom of the baking dish. Then layer 1/3 of the potatoes over the sauce in the dish. Sprinkle with 1 tablespoon of Parmesan cheese and salt and pepper to taste. In a separate medium bowl, combine the ham, broccoli and 1 1/2 cups of the Swiss cheese. Mix well and spread 1/3 of this mixture over the potatoes in the baking dish. Then top with another layer of potatoes, followed by the ham mixture, finally topping all with the remaining Swiss cheese and Parmesan cheese. Pour the remaining Alfredo sauce over all. Cover and bake at 400 degrees F (200 degrees C) for 45 minutes, then uncover and bake at 350 degrees F (175 degree C) for additional 25 minutes or until potatoes are tender. Let stand 10 to 15 minutes before serving. "
2009,hearty-lasagna,"['3 cups ricotta cheese', '3 cups shredded mozzarella cheese', '2 eggs', '1 pound ground beef', '1 (48 ounce) jar Prego\xc2\xae Traditional Italian Sauce', '12 cooked lasagna noodles', '1/2 cup grated Parmesan cheese']","Mix ricotta cheese, mozzarella cheese and eggs. Cook beef in saucepan until browned. Pour off fat. Stir in pasta sauce. Spread 1 cup beef mixture in each of 2 2-quart shallow baking dishes. Top each with 2 lasagna noodles and 1 cup ricotta cheese mixture. Repeat layers. Top each with 2 lasagna noodles, remaining beef mixture and Parmesan cheese. Bake at 400 degrees F for 30 minutes or until hot. Let stand 10 minutes. "
2010,worlds-best-lasagna,"['1 pound sweet Italian sausage', '3/4 pound lean ground beef', '1/2 cup minced onion', '2 cloves garlic, crushed', '1 (28 ounce) can crushed tomatoes', '2 (6 ounce) cans tomato paste', '2 (6.5 ounce) cans canned tomato sauce', '1/2 cup water', '2 tablespoons white sugar', '1 1/2 teaspoons dried basil leaves', '1/2 teaspoon fennel seeds', '1 teaspoon Italian seasoning', '1 tablespoon salt', '1/4 teaspoon ground black pepper', '4 tablespoons chopped fresh parsley', '12 lasagna noodles', '16 ounces ricotta cheese', '1 egg', '1/2 teaspoon salt', '3/4 pound mozzarella cheese, sliced', '3/4 cup grated Parmesan cheese']","In a Dutch oven, cook sausage, ground beef, onion, and garlic over medium heat until well browned. Stir in crushed tomatoes, tomato paste, tomato sauce, and water. Season with sugar, basil, fennel seeds, Italian seasoning, 1 tablespoon salt, pepper, and 2 tablespoons parsley. Simmer, covered, for about 1 1/2 hours, stirring occasionally. Bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water for 8 to 10 minutes. Drain noodles, and rinse with cold water. In a mixing bowl, combine ricotta cheese with egg, remaining parsley, and 1/2 teaspoon salt. Preheat oven to 375 degrees F (190 degrees C). To assemble, spread 1 1/2 cups of meat sauce in the bottom of a 9x13 inch baking dish. Arrange 6 noodles lengthwise over meat sauce. Spread with one half of the ricotta cheese mixture. Top with a third of mozzarella cheese slices. Spoon 1 1/2 cups meat sauce over mozzarella, and sprinkle with 1/4 cup Parmesan cheese. Repeat layers, and top with remaining mozzarella and Parmesan cheese. Cover with foil: to prevent sticking, either spray foil with cooking spray, or make sure the foil does not touch the cheese. Bake in preheated oven for 25 minutes. Remove foil, and bake an additional 25 minutes. Cool for 15 minutes before serving. "
2011,bobs-awesome-lasagna,"['8 ounces lasagna noodles', '1 pound ground beef', '1/4 cup minced onions', '1 teaspoon salt', '1/2 teaspoon garlic salt', '1 (32 ounce) jar spaghetti sauce', '1 (16 ounce) package large curd cottage cheese', '1 pound mozzarella cheese, shredded']","Bring a large pot of lightly salted water to a boil. Cook noodles in boiling water for 8 to 10 minutes, or until al dente; drain. In a large skillet over medium heat, saute ground beef, onions, salt and garlic salt until meat is brown. Drain excess fat, add spaghetti sauce to beef mixture, and bring to a boil. Reduce heat, and simmer for 15 to 20 minutes. Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch glass baking pan. Line bottom of pan with three lasagna noodles. Spread 1/3 of sauce mixture over noodles. Layer 1/3 of the cottage cheese over the sauce. Sprinkle 1/3 of the mozzarella over the cottage cheese. Repeat this layering process until all ingredients are used up. Bake in the preheated oven for one hour. Let stand for 10 minutes before serving. "
2012,laurels-lasagna,"['1 (16 ounce) package lasagna noodles', '3 pounds lean ground beef', '3 pounds ground pork', '3 onions, chopped', '1 pound mushrooms, chopped', '4 cups chopped fresh tomato', '1 1/3 (6 ounce) cans tomato paste', '2 tablespoons dried oregano', '8 cloves crushed garlic', '2 teaspoons dried basil', '1 tablespoon dried parsley', '1 teaspoon white sugar', '2 bay leaves', 'salt to taste', 'ground black pepper to taste', '2 (16 ounce) packages cottage cheese', '1/2 cup grated Parmesan cheese', '6 eggs', '3 pounds shredded mozzarella cheese', '16 ounces shredded Colby cheese']","In a large stock pot, cook the ground beef, ground pork, and chopped onions until browned. Drain grease well. Using the same stock pot, stir in the chopped mushrooms, whole tomatoes, tomato paste, oregano flakes, garlic cloves, bay leaves, dried basil, parsley flakes, salt and pepper to taste, and sugar. Simmer over low heat for one hour. In a large pot, cook lasagna noodles in boiling salted water until al dente. Rinse with cool water, and drain well. In a separate bowl, combine cottage or ricotta cheese, eggs, and grated Parmesan cheese. Mix grated Colby and mozzarella cheeses together in a medium bowl. In each 13x9 inch casserole dish layer 1/2 cup meat sauce, then noodles, Parmesan-egg mixture, and grated Colby-mozzarella cheese. Repeat until all ingredients are used up. Bake in a preheated 375 degree F (190 degree C) oven for one hour and 45 minutes. Let stand 15 minutes before serving. "
2013,chicken-cordon-bleu-lasagna,"['1 (8 ounce) package lasagna noodles', '1/2 cup butter', '1 (8 ounce) package cream cheese, softened', '1/2 teaspoon salt', '1/2 teaspoon onion powder', '1/4 teaspoon ground black pepper', '1 1/2 cups shredded Swiss cheese', '1 3/4 cups warm milk', '2 1/2 cups cooked chicken, chopped', '8 ounces deli ham, chopped', '1/2 cup shredded Swiss cheese', '1/2 cup bread crumbs', '1 pinch Italian seasoning, or to taste']","Preheat oven to 400 degrees F (200 degrees C). Bring a large pot of lightly salted water to a boil. Cook lasagna in the boiling water, stirring occasionally until cooked through but firm to the bite, about 8 minutes. Drain. Melt butter in a saucepan over medium heat; stir cream cheese into hot butter until it begins to melt, about 5 minutes. Season with salt, onion powder, and black pepper. Whisk warm milk gradually into cream cheese until smooth; stir in 1 1/2 cup Swiss cheese. Bring sauce to a simmer, stirring constantly, until cheese has melted and sauce has thickened, 5 to 10 minutes. Remove from heat. Spread 3/4 cup of cheese sauce into bottom of a 9x9-inch baking dish. Arrange 1/3 of the lasagna noodles over the sauce and spread half the cooked chicken and half the ham over the noodles. Pour 1 cup sauce over chicken and ham. Repeat layers starting with half the remaining lasagna noodles, remaining chicken, remaining ham, and 1 more cup of cheese sauce. Finish by layering remaining lasagna noodles, remaining sauce, 1/2 cup Swiss cheese, and bread crumbs; sprinkle top with Italian seasoning. Cover dish with aluminum foil. Bake in the preheated oven until casserole is bubbling, about 25 minutes. Remove foil and continue to bake until crumbs are browned, about 10 more minutes. Let casserole stand 5 to 10 minutes before serving. "
2014,spicy-brunch-lasagna,"['1 1/2 pounds Johnsonville\xc2\xae Mild Italian Ground Sausage', '1 (24 ounce) carton cottage cheese', '1/2 cup finely chopped green onions', '1/4 cup snipped fresh chives', '1/4 cup finely shredded carrot', '18 eggs', '1/3 cup milk', '1/2 teaspoon salt', '1/2 teaspoon pepper', '2 tablespoons butter', '1 (15 ounce) jar Classico\xc2\xae Four Cheese Alfredo pasta sauce', '1 teaspoon dried Italian seasoning, crushed', '8 oven-ready lasagna noodles', '4 cups frozen shredded hash browns, thawed', '2 cups shredded mozzarella cheese']","In a large skillet, cook the Johnsonville® Mild Italian Ground Sausage until browned. Drain off fat; set aside. Meanwhile, in a medium bowl, combine cottage cheese, chives, green onions and carrots; set aside. In a very large bowl, whisk together eggs, milk, salt and pepper. In a large skillet, melt butter over medium heat; pour in egg mixture. Cook over medium heat, without stirring, until mixture begins to set on the bottom and around the edges. With a spatula or a large spoon, lift and fold the partially cooked egg mixture so that the uncooked portion flows underneath. Continue cooking over medium heat for 2 to 3 minutes or until egg mixture is cooked through, but is still glossy and moist. Immediately remove from heat. In a small bowl, combine the Classico® Four Cheese Alfredo pasta sauce and Italian seasoning. Spread about 1/2 cup of the sauce mixture over the bottom of a 3-quart rectangular baking dish. Layer half of the lasagna noodles in the dish, overlapping as necessary. Top with half of the remaining Classico® Four Cheese Alfredo pasta sauce, half of the cottage cheese mixture, half the hash browns, half of the scrambled egg mixture and half of the sausage mixture. Sprinkle with 1 cup of the cheese. Repeat layers. Cover dish tightly with plastic wrap. Refrigerate for 8 hours or overnight. Remove from refrigerator and let stand at room temperature for 30 minutes before baking. Remove plastic wrap and cover dish with foil. Preheat oven to 350 degrees F. Bake for 45 minutes. Remove foil and bake 15 minutes more or until heated through. Let stand for 5 minutes before cutting into portions. "
2015,lasagne-verdi-al-forno,"['PASTA', '5 ounces spinach - rinsed, stemmed, and dried', '2 eggs', '5/8 cup semolina flour', '1 teaspoon salt', '1 1/2 cups all-purpose flour', 'RAGU', '2 tablespoons butter', '2 slices bacon, diced', '1 carrot, diced', '1 stalk celery, diced', '1 onion, diced', '3 1/2 ounces lean ground pork', '3 1/2 ounces lean ground beef', '3 1/2 ounces minced ham', '2 tablespoons tomato paste', '1 teaspoon dried oregano', '1 cup beef stock', 'salt and pepper to taste', '3 1/2 ounces chicken livers, trimmed and chopped', 'BECHAMEL', '2 tablespoons butter', '2 tablespoons all-purpose flour', '2 cups warm milk', '1 pinch salt', '1 pinch ground nutmeg', 'CHEESE', '1 2/3 cups grated Parmesan cheese', '1 pint ricotta cheese', '3 tablespoons butter']","For the pasta dough: Steam the spinach in a steamer or over boiling water until bright green, 2 minutes. Squeeze to remove excess moisture and process in a food processor to make a paste. Combine spinach with eggs, semolina, and salt and process until smooth. Stir in enough of the flour to make a smooth dough. Knead briefly, cover and set aside. For the ragu: In a large skillet, melt butter over medium-high heat. Saute bacon, carrot, celery and onion until onion is translucent. Stir in ground pork, ground beef and minced ham, and cook until browned. Stir in tomato paste, oregano and beef stock. (Reserve the chicken livers for later.) Season with salt and pepper, reduce heat to low, cover and simmer 20 minutes. For the bechamel: While the ragu is simmering, combine 2 tablespoons butter and 2 tablespoons flour in a medium saucepan over medium-low heat. Whisk to make a roux. Remove from heat, let rest one minute, then whisk in warm milk. Return to heat, simmer 10 minutes, stirring constantly, until thickened. Season with salt and nutmeg. Remove from heat. To cook pasta: Bring a large pot of lightly salted water to a boil. On a floured surface, divide pasta dough into three portions. Roll each portion out to a thin sheet. Have ready an ice water bath. Cook each sheet 3 minutes in the boiling water; remove from the boiling water and dip in the ice water; drain and dry on a clean, dry cloth. To finish the ragu: Stir the chicken livers into the simmering sauce. Cook 1 minute, remove from heat and set aside. Preheat oven to 400 degrees F (200 degrees C). Grease a 9x13 baking dish. To assemble lasagna: Place one pasta sheet in bottom of prepared baking dish. Spread one-third of the ragu, one-quarter of the bechamel, one-third of the ricotta, and one-quarter of the parmesan over the pasta. Repeat layers twice. Top with remaining bechamel and parmesan and dot with butter. Bake in preheated oven 30 minutes, until top is golden brown. "
2016,louises-lasagna,"['3/4 pound ground beef', '1/2 pound salami, chopped', '1/2 pound pepperoni sausage, chopped', '1 onion, minced', '2 (14.5 ounce) cans stewed tomatoes', '16 ounces tomato sauce', '6 ounces tomato paste', '1 teaspoon garlic powder', '1 teaspoon dried oregano', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '9 lasagna noodles', '4 cups shredded mozzarella cheese', '2 cups cottage cheese', '9 slices white American cheese', 'grated Parmesan cheese']","Heat a large skillet over medium heat. Crumble ground beef into skillet; add salami, pepperoni, and onion. Cook and stir mixture until beef is completely browned, 7 to 10 minutes. Drain grease from skillet. Transfer meat mixture to a slow cooker; stir stewed tomatoes, tomato sauce, tomato paste, garlic powder, oregano, salt, and pepper into the meat mixture. Cook mixture in slow cooker on Low for 2 hours. Bring a large pot of lightly salted water to a boil. Cook lasagna noodles in boiling water until cooked through but firm to the bite, about 8 minutes; drain. Preheat oven to 350 degrees F (175 degrees C). Spread a thin layer of the sauce from the meat mixture into the bottom of a baking dish. Layer about 1/3 of the noodles into the bottom of the dish; top with about 1 1/3 cup mozzarella cheese, 2/3 cup cottage cheese, 3 slices white American cheese, and 4 teaspoons grated parmesan cheese. Spread about 1/3 of the meat mixture over the cheese layer. Repeat layers twice more. Bake in preheated oven until the cheese melts throughout the lasagna, about 30 minutes. Let cool 10 minutes before cutting to serve. "
2017,mexican-lasagna-with-cactus,"['cooking spray', '4 pounds ground beef', '2 envelopes taco seasoning mix', '1 (28 ounce) can enchilada sauce, divided', '4 (15 ounce) packages flour tortillas, cut in half - divided', '2 (16 ounce) cans fat-free refried beans', '2 (12 ounce) packages queso fresco (Mexican cheese), thinly sliced - divided', '2 (16 ounce) packages shredded reduced-fat Mexican cheese blend, divided', '1 (16 ounce) jar nopalitos (sliced cactus), drained - divided']","Preheat oven to 350 degrees F (175 degrees C). Spray a large disposable aluminum roasting pan with cooking spray. Brown ground beef in a large skillet over medium heat, breaking the meat into crumbles as it browns, 10 to 12 minutes. Drain excess grease and stir in taco seasoning and half the enchilada sauce. Reserve remaining enchilada sauce for later use. Bring beef mixture to a boil, reduce heat to low, and simmer until thickened, about 5 minutes. Set meat aside. Layer one package of tortillas into the bottom of the prepared aluminum roasting pan and spread refried beans evenly in a layer over the tortillas. Arrange 1 more package of halved tortillas over the beans, and top with slices of queso fresco. Spread 1 package of reduced-fat Mexican cheese blend over queso fresco slices. Lay half the sliced nopalitos in a criss-cross pattern over the shredded cheese. Top nopalito layer with 1 more package of tortillas and spread beef mixture over the tortillas; top with remaining package of tortillas. Finish casserole with remaining enchilada sauce and remaining 1 package cheese blend. Top the cheese with remaining nopalito slices arranged in a criss-cross pattern. Bake in the preheated oven until casserole is bubbling and the cheese topping is melted and starting to brown, 25 to 30 minutes. Serve in squares. "
2018,southwestern-lasagna-2,"['4 cups canned crushed tomatoes', '1 (7 ounce) can diced green chiles', '1 (4 ounce) can diced jalapeno peppers', '1 onion, diced', '3 cloves garlic, minced', '10 sprigs fresh cilantro, chopped', '2 tablespoons ground cumin', '2 pounds chorizo sausage', '1 (32 ounce) container ricotta cheese', '4 eggs, lightly beaten', '1 (16 ounce) package Mexican style shredded four cheese blend', '1 (8 ounce) package no-cook lasagna noodles']","Place the tomatoes, green chiles, jalapenos, onion, garlic, cilantro, and cumin in a large saucepan. Cook over medium heat until the mixture comes to a boil. Reduce heat to low and simmer until the onion is soft, about 45 to 60 minutes. Meanwhile, heat a large skillet over medium-high heat and stir in the chorizo. Cook and stir until the chorizo is crumbly, and evenly browned. Drain and discard any excess grease. Preheat an oven to 350 degrees F (175 degrees C). Stir together the ricotta cheese and eggs. Set aside. To assemble, spread 1/3 of the tomato sauce in the bottom of a 9x13-inch baking dish. Spread the sausage over the tomato sauce. Pour 1/2 of the remaining sauce over the sausage and sprinkle 1/2 of the shredded cheese over the top of the sauce. Arrange a layer of noodles lengthwise over the cheese. Spread the ricotta cheese mixture over the noodles and place another layer of noodles over the ricotta. Top with the remaining tomato sauce and shredded cheese. Cover with foil: to prevent sticking, either spray foil with cooking spray, or make sure the foil does not touch the cheese. Bake in a preheated oven for 30 minutes. Remove foil, and bake until the top is browned, about 15 to 30 minutes. "
2019,greek-inspired-skillet-lasagna,"['1 pound ground lamb', '1 onion, chopped', '2 cloves garlic, minced', '1/2 cup tomato paste', '1 tablespoon ground cinnamon', '1/2 teaspoon cayenne pepper', 'salt and ground black pepper to taste', '4 cups water', '6 lasagna noodles, broken into 2-inch pieces', '2 tablespoons balsamic vinegar', '1 1/2 cups plain Greek yogurt', '1 tablespoon chopped fresh mint', '1/4 cup crumbled feta cheese', '5 fresh mint leaves, chopped, or to taste']","Heat a large skillet over medium-high heat. Cook and stir ground lamb in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Add onion and garlic to lamb; cook and stir until onion is translucent, 3 to 6 minutes. Stir tomato paste, cinnamon, cayenne pepper, salt, and black pepper into lamb mixture; cook until spices are fragrant, 2 to 3 minutes. Add water, lasagna noodles, and balsamic vinegar to lamb mixture; bring to a boil. Cover skillet, lower heat, and simmer for 5 minutes. Remove cover and simmer until noodles are tender yet firm to the bite and sauce is thickened, 5 to 7 more minutes. Stir Greek yogurt, 1 tablespoon mint, and salt together in a bowl. Spoon yogurt mixture, about 2 tablespoons per addition, across top of lasagna mixture. Sprinkle feta cheese over top and garnish with chopped mint leaves. "
2020,mexican-lasagna-ii,"['1 pound lean ground beef', '1 (1.25 ounce) package taco seasoning mix', '2 (16 ounce) cans refried beans', '4 (10 inch) flour tortillas', '3 cups shredded Cheddar cheese', '2 green onions, chopped', '2 roma (plum) tomatoes, chopped']","Preheat oven to 375 degrees F (190 degrees C). In large skillet over medium heat, cook beef until browned. Drain. Combine with taco seasoning and refried beans. Spread half of mixture in 9x13 inch baking dish. Top with two tortillas, trimming if necessary, and half of cheese. Repeat layers. Bake 35 to 45 minutes until heated through and cheese is bubbly. Top with green onions and tomatoes. Let cool 5 minutes before serving. "
2021,italian-sausage-and-mushroom-lasagna-with-bechamel-sauce,"['cooking spray', '1/2 pound bulk mild Italian sausage', '3 tablespoons butter', '3 tablespoons all-purpose flour', '2 cups low-fat milk', '1 pinch salt', '1 pinch ground nutmeg', '1 egg', '1 (15 ounce) container part-skim ricotta cheese', '1 tablespoon dried parsley', '2 (24 ounce) jars marinara sauce, divided', '1 (9 ounce) package no-boil lasagna noodles, divided', '1 cup chopped cremini mushrooms, divided', '1 (16 ounce) package shredded part-skim mozzarella cheese, divided', '1/2 cup grated Parmesan cheese, divided']","Preheat oven to 375 degrees F (190 degrees C). Spray a 9x13-inch baking dish with cooking spray. Place the sausage in a skillet over medium heat and cook until browned and crumbly, about 10 minutes. Drain the sausage and set aside. To make bechamel sauce, melt the butter in a saucepan over medium heat and whisk in the flour. Allow the flour and butter to cook until light and foamy, about 2 minutes, whisking constantly; whisk in milk, a little at a time. Whisk in the salt and nutmeg and bring the sauce to a bare simmer, whisking constantly until thickened, about 10 minutes. Remove sauce from the heat and set aside. In a bowl, beat the egg and stir in the ricotta cheese and parsley until thoroughly combined. To assemble lasagna, pour about 1 1/2 cup of marinara sauce into the bottom of the prepared baking dish and top the sauce with 4 lasagna noodles, overlapping if necessary. On the noodles, layer 1/3 of the ricotta mixture, followed by 1/3 of the cooked sausage, 1/3 cup of mushrooms, 1/4 of the bechamel sauce, 1 cup of the mozzarella cheese, 1/8 cup of the Parmesan cheese and 1 more cup of marinara sauce. Repeat the layers twice more, ending with a final layer of noodles topped with a layer of marinara sauce, bechamel sauce, the remaining mozzarella cheese, and remaining Parmesan cheese. Cover the dish with foil. Bake in the preheated oven until bubbly and the noodles are tender, about 1 hour. Remove foil and bake until the top cheese layer is browned, about 5 more minutes. Allow the lasagna to stand for 10 minutes before cutting. "
2022,taco-lasagna,"['11 ounces lasagna noodles', '1 pound lean ground beef', '24 ounces tomato sauce', '1/2 cup water', '1 (1 ounce) package taco seasoning mix', '8 cups shredded Cheddar cheese', '1/2 cup crushed tortilla chips']","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Meanwhile, in a large skillet, brown beef over medium heat until no longer pink; drain. Add tomato sauce, water and taco seasoning. Lower heat and simmer for 5 minutes. In a 9x13 inch glass baking dish, layer noodles then meat mixture and cheese; repeat 2 more times. There will be 3 layers. Cover with plastic wrap and microwave for 10 minutes. Remove from microwave, uncover and let stand for 5 minutes. Sprinkle tortilla chips over the top; serve. "
2023,pasta-lasagna,"['1/2 pound penne pasta', '1/2 pound lean ground beef', '1 (26 ounce) jar pasta sauce', '1 (15 ounce) container ricotta cheese', '8 ounces shredded mozzarella cheese, divided', '1/4 cup grated Parmesan cheese', '1 egg, beaten']","Preheat oven to 350 degrees F (175 degrees C). Grease a 2 1/2 quart baking dish. Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. In a large skillet over medium heat, cook beef until brown; drain. Stir in pasta sauce; remove from heat. In a bowl, combine ricotta, 1 cup mozzarella, Parmesan and beaten egg. Stir until well combined. In the prepared dish layer half the pasta, half the sauce and half the cheese mixture. Repeat. Top with remaining mozzarella. Bake in preheated oven 34 to 40 minutes, until hot and bubbly. "
2024,lasagna-stuffed-shells,"['18 jumbo pasta shells', '1 1/2 pounds ground beef', '2 tablespoons chopped onion', '1 (12 ounce) can tomato paste', '1 (14 ounce) can tomato sauce', '1/2 teaspoon salt', '1/2 teaspoon dried oregano', '1/2 teaspoon garlic powder', '2 eggs', '3 cups cottage cheese', '1 (16 ounce) package shredded mozzarella cheese, divided', '1/2 cup grated Parmesan cheese', '2 tablespoons dried parsley', '1 teaspoon salt', '1/2 teaspoon ground black pepper']","Preheat an oven to 375 degrees F (190 degrees C). Fill a large pot with lightly-salted water and bring to a rolling boil; stir in the shell pasta and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has nearly cooked through but still very firm to the bite, about 5 minutes. Drain well and rinse with cold water. While the shells are cooking, heat a large skillet over medium-high heat; cook and stir the beef and onion in the hot skillet until the beef is crumbly, evenly browned, and no longer pink. Drain and discard any excess grease; stir in the tomato paste, tomato sauce, salt, oregano, and garlic powder. Bring to a simmer and cook for 5 minutes. Spread half of the sauce into a 9x13-inch baking dish. Beat the eggs in a mixing bowl. Stir in the cottage cheese, 3/4 of the mozzarella cheese, Parmesan cheese, parsley, salt, and pepper. Spoon the cheese mixture into the shells and set them into the prepared baking dish. Once all the shells have been filled, pour the remaining meat sauce over the shells and sprinkle with the remaining mozzarella cheese. Bake in the preheated oven until the shells are hot in the center and the mozzarella cheese is melted and bubbly, about 30 minutes. "
2025,lazy-lasagna-ii,"['1 1/2 pounds ground beef', '1 small onion, chopped', '1 (28 ounce) jar spaghetti sauce', '3 pounds frozen cheese ravioli, thawed', '4 cups shredded mozzarella cheese']","Preheat oven to 375 degrees F (190 degrees C). In a skillet over medium heat, brown ground beef with onion; drain grease. Pour in spaghetti sauce and simmer 5 minutes. In a 9x13 inch baking dish, spread enough sauce and beef to cover bottom and put a layer of ravioli down end to end. Spread a layer of sauce and cheese just like you would with regular lasagna. Keep layering and finish with sauce on top. Bake uncovered in a preheated oven for 1 hour. Let sit for 5 minutes before serving. "
